2019.01.01,17:02,1.145980,1.145990,1.145980,1.145980,0
2019.01.01,17:03,1.145980,1.146070,1.145980,1.146070,0
2019.01.01,17:04,1.146070,1.146070,1.146060,1.146060,0
2019.01.01,17:05,1.146060,1.146210,1.146060,1.146210,0
2019.01.01,17:06,1.146190,1.146660,1.146040,1.146650,0
2019.01.01,17:07,1.146650,1.146720,1.146070,1.146070,0
2019.01.01,17:08,1.146070,1.146070,1.146060,1.146070,0
2019.01.01,17:09,1.146070,1.146170,1.146060,1.146060,0
2019.01.01,17:10,1.146070,1.146070,1.146070,1.146070,0
2019.01.01,17:11,1.146070,1.146170,1.146060,1.146070,0
2019.01.01,17:12,1.146070,1.146080,1.146070,1.146080,0
2019.01.01,17:13,1.146080,1.146080,1.146070,1.146070,0
2019.01.01,17:14,1.146070,1.146080,1.146070,1.146080,0
2019.01.01,17:15,1.146070,1.146080,1.146070,1.146070,0
2019.01.01,17:16,1.146070,1.146080,1.146070,1.146070,0
2019.01.01,17:17,1.146070,1.146070,1.146070,1.146070,0
2019.01.01,17:18,1.146060,1.146170,1.146060,1.146070,0
2019.01.01,17:19,1.146170,1.146170,1.146060,1.146060,0
2019.01.01,17:20,1.146070,1.146160,1.146060,1.146160,0
2019.01.01,17:21,1.146060,1.146160,1.146060,1.146070,0
2019.01.01,17:22,1.146060,1.146070,1.146060,1.146060,0
2019.01.01,17:23,1.146060,1.146070,1.146060,1.146060,0
2019.01.01,17:24,1.146060,1.146080,1.146060,1.146070,0
2019.01.01,17:25,1.146070,1.146070,1.146060,1.146060,0
2019.01.01,17:26,1.146060,1.146070,1.146060,1.146060,0
2019.01.01,17:27,1.146060,1.146060,1.146060,1.146060,0
2019.01.01,17:28,1.146060,1.146060,1.146040,1.146040,0
2019.01.01,17:29,1.146050,1.146120,1.146040,1.146110,0
2019.01.01,17:30,1.146110,1.146110,1.146080,1.146080,0
2019.01.01,17:31,1.146080,1.146080,1.146060,1.146060,0
2019.01.01,17:32,1.146070,1.146160,1.146060,1.146070,0
2019.01.01,17:33,1.146070,1.146160,1.146070,1.146150,0
2019.01.01,17:34,1.146150,1.146160,1.146070,1.146070,0
2019.01.01,17:35,1.146080,1.146080,1.146060,1.146070,0
2019.01.01,17:36,1.146070,1.146070,1.146060,1.146070,0
2019.01.01,17:37,1.146070,1.146180,1.146070,1.146070,0
2019.01.01,17:38,1.146060,1.146070,1.146060,1.146070,0
2019.01.01,17:39,1.146070,1.146070,1.146060,1.146060,0
2019.01.01,17:40,1.146050,1.146350,1.146050,1.146080,0
2019.01.01,17:41,1.146070,1.146260,1.146030,1.146260,0
2019.01.01,17:42,1.146250,1.146260,1.146210,1.146250,0
2019.01.01,17:43,1.146260,1.146260,1.146150,1.146250,0
2019.01.01,17:44,1.146260,1.146260,1.146210,1.146250,0
2019.01.01,17:45,1.146270,1.146280,1.146210,1.146280,0
2019.01.01,17:46,1.146250,1.146270,1.146190,1.146260,0
2019.01.01,17:47,1.146280,1.146300,1.146240,1.146280,0
2019.01.01,17:48,1.146280,1.146280,1.146140,1.146140,0
2019.01.01,17:49,1.146110,1.146250,1.146090,1.146170,0
2019.01.01,17:50,1.146190,1.146250,1.146090,1.146090,0
2019.01.01,17:51,1.146090,1.146200,1.146060,1.146190,0
2019.01.01,17:52,1.146190,1.146210,1.146050,1.146050,0
2019.01.01,17:53,1.146050,1.146200,1.146050,1.146190,0
2019.01.01,17:54,1.146250,1.146390,1.146100,1.146120,0
2019.01.01,17:55,1.146120,1.146120,1.146090,1.146120,0
2019.01.01,17:56,1.146120,1.146150,1.146100,1.146150,0
